https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20278,Arribo,03/03/2022 19:03,SUNDOWN JET S.A.,SUNDOWN JET S.A.,AP INTL SAN FERNANDO C.A.B.A. ARGENTINA,airdispatch@gmail.com,LVJZQ,Privado,LVJZQ,,airdispatch@gmail.com
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20279,Arribo,03/03/2022 20:14,SKECHERS USA INC,UNIVERSAL WEATHER AND AVIATION,"1150 GEMINI STREET
HOUSTON, TX 77058 USA",MISSIONPERMITS@UNIV-WEA.COM,N543GL,Negocios,,,
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20280,Arribo,03/03/2022 20:24,INTEGRAL AGROPECUARIA S.A,SERVICIOS AEREOS Y TERRESTRES AVIASUR S.A,"AVIADOR DAVID FUENTES 2205, PUDAHUEL",FBO@AVIASUR.COM,CP3181,Privado,,,FBO@AVIASUR.COM
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20281,Sobrevuelo,04/03/2022 06:15,SUNSET AVIATION LLC DBA SOLAIRUS AVIATION,UNIVERSAL WEATHER AND AVIATION,"1150 GEMINI STREET
HOUSTON, TEXAS, 77058",MISSIONPERMITS@UNIV-WEA.COM,N888ZF,Negocios,TWY888,,
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20282,Arribo,04/03/2022 09:05,Der Jeou Chou,SERVICIOS AÉREOS Y TERRESTRES AVIASUR S.A,"Hernando de Aguirre 414, Providencia",fbo@aviasur.com,N287WM,Privado,,,fbo@aviasur.com
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20283,Arribo,04/03/2022 09:12,Andrew Davidson,SERVICIOS AÉREOS Y TERRESTRES AVIASUR S.A.,"Hernando de Aguirre 414, Providencia",fbo@aviasur.com,N372TB,Privado,,,fbo@aviasur.com
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20284,Arribo,04/03/2022 09:17,Myles Gillespie,SERVICIOS AEREOS Y TERRESTRES AVIASUR S.A.,"Hernando de Aguirre 414, Providencia",fbo@aviasur.com,N417KG,Privado,,,fbo@aviasur.com
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20285,Arribo,04/03/2022 09:26,Mike Kelly,SERVICIOS AEREOS Y TERRESTRES AVIASUR S.A.,"Hernando de Aguirre 414, Providencia",fbo@aviasur.com,N30KM,Privado,,,fbo@aviasur.com
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20286,Arribo,04/03/2022 09:31,John Auer,SERVICIOS AEREOS Y TERRESTRES AVIASUR S.A.,"Hernando de Aguirre 414, Providencia",fbo@aviasur.com,N100JA,Privado,,,fbo@aviasur.com
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20287,Arribo,04/03/2022 09:37,Dennis Blauser,SERVICIOS AEREOS Y TERRESTRES AVIASUR S.A.,"Hernando de Aguirre 414, Providencia",fbo@aviasur.com,N585NJ,Privado,,,fbo@aviasur.com
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20288,Arribo,04/03/2022 14:10,FLIGHT MANAGEMENT CORPORATION,FLIGHT MANAGEMENT CORPORATION,"AVDA PROVIDENCIA 2133, SANTIAGO, CHILE",willybarros@hotmail.com,N524AG,Privado,,,fbo@aerocardal.com
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20289,Arribo,04/03/2022 14:19,ALBERTA INC,SERVICIOS AERES Y TERRESTRES AVIASUR,"AVIADOR DAVID FUENTES 2205, PUDAHUEL",FBO@AVIASUR.COM,CFYLD,Evacuacion Aeromedica,,,
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20290,Arribo,04/03/2022 14:45,ACASS CANADA LTD.,SERVICIOS AEREOS Y TERRESTRES AVIASUR S.A.,"HERNANDO DE AGUIRRE 414, PROVIDENCIA",FBO@AVIASUR.COM,MLWCW,Privado,,,FBO@AVIASUR.COM
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20291,Sobrevuelo,04/03/2022 16:09,KMR Aviation,KMR Aviation,47 W Ellsworth Rd Ann Arbor MI 48108 USA,avplanops@avfuel.com,N345LC,Turismo,N345LC,,
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20292,Sobrevuelo,04/03/2022 16:16,FBO VIP JETS NET / Ecuador,ON BOARD SOCIEDAD ANONIMA,Av. las Américas No. 12 terminal VIP,faopsgye@gmail.com,LVIWV,Privado,LVIWV,,faopsgye@gmail.com
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20293,Arribo,04/03/2022 16:44,BROKER AIR S.A.,BROKER AIR S.A.,AP INTL JORGE NEWBERY C.A.B.A. ARGENTINA,airdispatch@gmail.com,LVAPL,Privado,LVAPL,,airdispatch@gmail.com
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20304,Arribo,04/03/2022 23:21,MANAGEMENT AVIATION BUSINESS LIMITED/STAR UP S.A,Star Peru AIRLINES/STAR UP S.A,"Suite 104, 7777 10th Street N.E Calgary, AB, Canada T2E 8X2",itc@skyplan.com,OB2176P,Transporte Pasajeros,SRU9812/SRU9813,,
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20305,Arribo,05/03/2022 00:16,SKYSERVICE BUSINESS AVIATION INC.,FBO AEROCARDAL LTDA,DIEGO BARROS ORTIZ 2065,FBO@AEROCARDAL.COM,CGDTR,Transporte Pasajeros,CGDTR,,FBO@AEROCARDAL.COM
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20306,Sobrevuelo,05/03/2022 00:23,BAIRES,AMERICAN FLIGHT SUPPORT SAS,CRA 89 19A 49 TO 10 INT 701 BOGOTA COLOMBIA,operations@americanflightsupport.com.co,LVKAX,Turismo,,,
https://servicios.dgac.gob.cl/arsv-web/solicitudes.html#/verSolicitudArsv/20307,Sobrevuelo,05/03/2022 08:33,GESTAIR SERVICES SL,GESTAIR SERVICES SL,"C/ ANABEL SEGURA, 11.",ops@gestair.com,ECMHZ,Negocios,GES151Z,,
